Pair,p-value,Half-Life
CPRT-MPWR,6.747924139056988e-09,57.14903111488691
IQV-JBHT,0.002668830964751,57.20535319325021
SO-FTNT,0.0003501688539018,57.26740508430969
KEYS-MTD,0.022767200998239,57.267977594269965
AME-TTD,0.0201651590877998,57.301907791473006
ABBV-CI,0.0037559030014543,57.33947563301654
CSX-WDAY,0.0348968135619177,57.341716247843976
HWM-NRG,0.0449010972445574,57.385255682883624
VICI-TMO,0.0376404018132342,57.414703179242316
GOOG-WM,0.0240681696440584,57.42362074105426
APO-PANW,0.0031954826723275,57.42442256412475
TTD-FDS,0.0215518222089812,57.4251065191785
VICI-FDS,0.0303439281048815,57.46103927549882
XEL-KHC,0.0324771146533361,57.46120852127473
MTD-NEE,0.0002653834830092,57.55235848263196
WDAY-STE,0.0016932125994527,57.58807129181508
ABBV-CB,0.0037075071127582,57.60216201856216
HLT-PEG,0.0027382360273411,57.62441445293681
KHC-PCG,0.0018999616003419,57.629649668194254
GOOG-HCA,0.0018946876998485,57.67405084544961
IR-CB,0.0258686282608154,57.67675701433642
DUK-NXPI,0.0117572691788058,57.69492178340414
TTD-DHR,0.026358027674647,57.69581474882653
URI-ETN,5.437112049678282e-05,57.70869832238794
WDAY-DPZ,0.0017680991232025,57.71464064842453
CI-NXPI,0.0015140235327299,57.74173763456946
AWK-PAYC,0.0052145538816301,57.74780606414806
MDLZ-KEYS,0.0047518275279715,57.754285003995385
AON-ADP,3.506320874814426e-07,57.75502242215105
TTD-MPWR,0.0274104616718457,57.779589911997384
RSG-MPWR,0.0005139302361426,57.79945932275784
ES-PAYC,0.024717837660615,57.82465935995462
IQV-TER,0.003571236827379,57.938935021330536
KDP-KEYS,0.0044945264926291,57.954655942453165
VRSK-WTW,1.174495226424226e-06,57.96612981639934
WDAY-ALLE,0.0323810169886229,57.993044880121765
HCA-PANW,0.0171790430119272,58.036484493936236
KDP-SYY,0.0010004794170884,58.08833558710402
WM-MPWR,0.0003092448927691,58.08952326913936
DAY-NKE,0.0485581402926894,58.09091470405019
ECL-WDAY,0.0177921198382897,58.27459555910903
FDS-ACN,0.0009463533373967,58.29670182825373
TT-APO,0.0002144903836989,58.30622547656771
ZTS-COO,0.0106101150657946,58.339147651561504
KEYS-STE,0.0045120962897638,58.34295826371595
WAT-ACN,1.4779383826982374e-06,58.34904801150456
WDAY-EXPD,0.0134996971395871,58.389038708446826
ZTS-NDSN,0.0040926180550407,58.39111056633542
VICI-ODFL,0.0260384302217701,58.47191038191188
GOOG-VMC,0.0087374849962041,58.478074672721846
VICI-CDW,0.0396927988598964,58.512846250414206
ICE-ADI,0.003115356374665,58.51615865128608
NXPI-MLM,0.0223273279554762,58.52046109541436
KEYS-TMO,0.0155314317772792,58.533589036992254
HPE-RF,0.0134641352632994,58.54768021749734
FISV-DECK,0.0466614110451732,58.549461430760935
GOOG-MLM,0.0089702862058211,58.55714129976844
GOOGL-WM,3.630683037615898e-05,58.56462203186328
IQV-DHR,0.0046914965185667,58.6198878089379
MNST-VICI,0.0456897187610939,58.66041724451556
KDP-TXN,0.0078299636304817,58.661978847288424
TTD-AVY,0.0289765141235094,58.74443528379978
MDLZ-NXPI,0.008544913179995,58.84437697078832
BR-ROL,6.824422127687848e-06,58.8953850460663
TTD-XYL,0.0354168303545247,58.913111012819265
ACN-LOW,0.0226247002772727,58.96742084160125
HD-DPZ,1.5483510779519528e-05,59.0333809735866
EQIX-CHD,3.17267281055961e-08,59.04264340344351
NSC-TTD,0.0250023549780625,59.09340430192853
INVH-WAT,0.0285028592534739,59.11395480570955
SHW-DOV,5.128704114816803e-06,59.12094288589036
IR-PKG,0.0300130147837886,59.23509271923698
BBY-CZR,0.027896922283186,59.31969958479791
CDNS-PANW,0.016240466893597,59.35175103651861
CMS-ALLE,0.0052782685433853,59.416925744656474
TT-URI,7.93180523883383e-06,59.43076805520412
FCX-VICI,0.0427039549733651,59.43151219910048
MCHP-MTD,0.0001298948247513,59.48236585810007
META-JPM,0.0274940490674348,59.52023397904043
TDG-HLT,0.0129307940589944,59.52179921193737
KEYS-UNP,0.005888234871852,59.54184684184479
APD-KEYS,0.0032715760530557,59.54232020883594
PODD-NEE,0.0171942605219391,59.60850023486248
LYV-WTW,0.003014993787922,59.61103257282575
MDLZ-TTD,0.0135583942353645,59.62721100382365
VICI-STE,0.0316750580512618,59.66443203090724
EW-AKAM,0.0176443699276296,59.68657963300401
MCHP-NDSN,0.0002021276709191,59.76637457520212
CSX-INVH,0.0443347837009009,59.779655319051415
VRSK-SYK,0.0012782646221414,59.79850313480025
HD-TXN,0.000296169958028,59.814754454183415
ADSK-DPZ,3.34117520269423e-05,59.82250080314051
TT-ANET,0.0463737803049843,59.889817385974204
COR-ANET,0.006942472317694,59.90012604415461
CDW-MOH,0.01018596477974,59.90076834294948
EQIX-APD,1.6860345943409795e-09,59.91749402284428
SNA-PANW,0.0019610972624166,59.91945904882901
HLT-TJX,0.0012184972956035,59.944050914377605
VICI-MOH,0.0421199097373179,60.021925313580965
FTNT-BX,0.0215354470742933,60.071487300581516
DHI-PANW,0.0121008147645774,60.14471244502398
HIG-PANW,0.0135390091158887,60.162292327072464
FTNT-FAST,0.0253927756484859,60.20237329434208
HCA-AME,0.002519621958097,60.26740839720783
IQV-COO,0.0090915590953335,60.32258126282245
CMG-TTD,0.0483434050974368,60.370001508715475
WTW-SPGI,4.183682168564314e-07,60.404794569579366
HLT-CBOE,0.0468088620167957,60.41524378838748
CME-ALLE,0.0049499356256258,60.4568139017611
V-PEG,0.0002153638301642,60.490979009810545
BRK.B-HCA,0.0180085541732553,60.532951678493646
TTD-LH,0.027925563423879,60.551696404757145
MSFT-GOOG,0.014752492775078,60.59459319375552
IR-MU,0.0383439541284053,60.67618348597398
PNR-NWSA,0.0044434112776565,60.707788605262564
TT-KLAC,3.374045204112738e-06,60.72997249290827
TROW-EPAM,0.0359809122339998,60.73056303199313
AEP-ALLE,0.017368279701225,60.885883762010124
DVA-NWS,0.0026940060208503,60.93862181554871
INVH-JBHT,0.028363567327871,60.95132062002902
TTD-TMO,0.0336680684331386,61.062626862264324
GPN-MKTX,4.905724437341049e-05,61.07836905912183
DLR-ALLE,0.0035124888999328,61.149458565919616
MMC-MPWR,0.0021283688090915,61.15643859040341
IR-AMGN,0.0393818837616586,61.161226183922615
TRV-SNA,0.0001454888245592,61.180271365953395
ICE-BR,0.0001170000593756,61.22634947381294
HLT-WRB,0.005259471046296,61.23190560793606
GOOGL-MPWR,3.822803869996999e-06,61.23777945116265
L-PANW,0.0379623416818393,61.289051826025755
AJG-KLAC,1.940870919484103e-05,61.290227376905754
ELV-CDW,0.00990234178666,61.307114813995454
ALLE-SPGI,0.0065017606653748,61.38588880351681
PH-ETN,2.9132477964355258e-06,61.41637046161121
V-ADI,0.0128895897185062,61.41820081631587
HD-EQIX,3.1154212884070154e-05,61.461989984352044
KEYS-INVH,0.0477734315557682,61.5009462816763
CZR-NKE,0.0006387846267828,61.52189768241459
TT-WSM,9.985265790553948e-09,61.54246537789939
AWK-NEE,0.0082069429020379,61.54974448689656
HCA-LRCX,0.0004833960894076,61.56178454503452
FTNT-DE,0.0310729651298567,61.57323775090518
VICI-DHR,0.0415423888113142,61.60912559526912
PLD-KEYS,0.0126175489237734,61.63430246834012
TTD-AMGN,0.0114957123457875,61.63531562113963
DVA-NWSA,0.0066844555106904,61.660962948139414
HLT-URI,0.0249758474970986,61.72000432377905
COST-APO,0.0008542491854832,61.732551086909176
MA-SYK,0.0150787526950054,61.74698832740746
GOOG-SO,0.0173059486448507,61.752726011797606
YUM-XYL,0.0028988135848894,61.800677663165054
ROST-IR,0.034582851192467,61.81788807611281
CL-NXPI,0.0143561929210287,61.84395482196978
WTW-DOV,1.864263446231907e-06,61.863613803011994
GOOG-EFX,0.0012565888159887,61.90290866186661
ULTA-GL,0.0060252016018224,61.931473893643854
AMZN-ALLE,0.0054687068358409,61.9948829880164
DXCM-POOL,2.331764908650686e-05,62.01785175479157
MCO-VRSK,0.0003966914119381,62.03924068138489
DUK-XYL,0.0064048746615087,62.10348711328786
TMUS-NOW,0.000878532462755,62.132072866924034
WDAY-HON,0.0030339370341881,62.14255400099667
APD-NEE,5.264359285252382e-05,62.19511799020707
KEYS-FDS,0.0458293156832885,62.28144093840606
APO-GWW,0.018270138132106,62.44102946108412
NSC-KDP,0.000303028855343,62.48606237830788
GM-CFG,0.0181856028350387,62.488266478266965
LULU-WST,0.0016852631080732,62.492676856026016
ALL-ANET,0.0119150041246937,62.51905001011629
KEYS-WAT,0.0126597582952553,62.581885468853635
WDAY-ROST,0.0033773638012769,62.58738908570731
WDAY-CSGP,0.0037958538024632,62.638923908741035
WRB-PANW,0.0179455762734135,62.662046519025175
WTW-ALLE,0.0058913748620325,62.689451391237775
SHW-NXPI,0.0316569618964426,62.81283281312472
ROK-LH,0.0005267550931666,62.831203957795125
FTNT-CBRE,0.0088951685121699,62.906676006513884
KDP-AWK,0.001566749976202,62.933392129081675
HIG-CBOE,0.0205254076107819,62.94033780700573
LMT-IR,0.0494822001823204,62.97883127402228
WDAY-TTD,0.0284655117187415,62.983722506816534
XYL-ADI,0.0066884439820008,62.98462699152643
WDAY-IDXX,0.028239707436811,63.028062322879116
ZTS-NEE,0.0121427697975333,63.03433215987501
APO-PGR,4.062678746966454e-06,63.058673945858686
ALLE-TXN,0.0093335032248753,63.06259776032417
LHX-KDP,0.009649343084743,63.078050410893816
COST-MPWR,0.0033174781422844,63.107822381890166
APO-FICO,0.0021216162065861,63.111739694377064
LHX-ALLE,0.0145646988304034,63.13717154834221
ICE-TYL,0.0043013612806022,63.163853647407905
TTWO-ALLE,0.0021687610660747,63.221196002728206
FANG-TXT,0.0073433107199248,63.284739089388864
WDAY-ADBE,0.02378015986782,63.301151429908124
GOOG-AME,0.0151981607068501,63.30181405392774
CDW-STE,0.0103258080179487,63.32497377528213
IQV-TMO,0.0048054588983246,63.350457553247395
BSX-ANET,0.0256924287188528,63.35092001457627
MNST-NXPI,0.0040462228385036,63.484227457159626
APTV-KMX,0.0010652477563426,63.51344598313528
EMR-NWS,0.0151594643017269,63.53936813208223
DUK-TEL,0.0008527065328253,63.54263885328338
TTD-LEN,0.0477871486757735,63.58686987531586
CSX-IQV,0.0084422846757217,63.61307823518265
JNJ-GL,0.0012406113098403,63.62209902126271
MCHP-TMO,5.283691692064549e-05,63.633640771803755
SBUX-KEYS,0.0093105258049643,63.67663267143307
CTAS-KLAC,3.0472138659423786e-05,63.69277482938931
ALLE-VTRS,0.0093208687037856,63.697278115716216
HCA-DHI,0.0096979553292025,63.72684742653439
NDSN-ACN,0.000696029830968,63.732699035378104
WM-HCA,0.003457755303182,63.76384140471092
ACGL-PANW,0.0066431765411605,63.80002572132905
HLT-L,0.0349849311847962,63.809620963935764
EW-NEE,0.0003054089542407,63.826519171301626
ALGN-APTV,0.0019185994292443,63.92508312350822
KDP-JKHY,0.0066477705720656,63.94238042744124
EQIX-TXN,0.0002887740870072,64.03142975083311
GM-SYF,0.0301748380771982,64.0338842805774
HLT-HIG,0.0304202549153354,64.07485156097516
GOOGL-DOV,0.0301658169009601,64.10935647909712
XYL-DPZ,0.0227407673902985,64.21737973679562
SQ-ALGN,0.0211203251651996,64.22916789113624
ZTS-APD,0.0093797873293037,64.2666660768876
SRE-ALLE,0.0293334502200734,64.28615316153089
A-INVH,0.0418845560044579,64.296192899063
FISV-ERIE,0.0113354726315606,64.32153630641118
AWK-TXN,0.0261864617371595,64.37769290963442
MA-BR,0.000700294957614,64.39078217803521
IQV-TXN,0.0154676983742565,64.44020311907602
ED-GL,9.894716670803538e-07,64.45452289563653
EQIX-NDSN,3.3691098308760556e-06,64.50436162851301
BR-DRI,0.0013724701311318,64.5274990163845
TTD-MU,0.0369146137725742,64.52945701443254
PSA-HSIC,2.2739067142570184e-05,64.57910240972157
MTD-TMO,1.590173394689019e-05,64.58627801407535
WTW-BR,3.25278905578116e-05,64.602757151407
GOOGL-LRCX,0.0007300960781531,64.62992075651884
POOL-TMO,0.0020191719759099,64.63371925831783
GOOGL-MLM,0.0002763934489688,64.64037950052217
ABBV-TRV,0.0123693043435982,64.66290998417267
EXPE-ESS,0.0278224724352214,64.81270557382538
SO-ANET,0.0234128282764705,64.81835899840851
NSC-NEE,9.746548915400248e-06,64.83486524343442
APD-AWK,0.0013967393189108,64.83801915506741
PYPL-SQ,0.0146768724921916,64.83862697482583
GOOGL-MCO,0.0003130177204434,64.83865354301126
EQIX-HON,1.0141721370112916e-06,64.8842388372788
DTE-ALLE,0.0079857881755345,64.88758862920407
ROST-XYL,0.0021488923801049,64.95799063873606
MPWR-ODFL,0.0025003586173326,64.99530810267231
GOOG-PEG,0.0077529729010275,65.00077460545006
GOOG-TEL,0.0170528592997252,65.00816898679562
HLT-ETN,0.0307295544490751,65.03049984345331
ED-ULTA,0.0001442172465598,65.03345262711063
DGX-DPZ,0.0001096224673516,65.04837070351876
GOOG-CBRE,0.0100805169226187,65.05727439117422
KDP-CHRW,0.0029137514320985,65.06032193585952
TECH-CRL,0.0002098468632315,65.10753768669291
EQIX-WAT,0.0008949783945264,65.19738783744091
TSLA-DE,9.87728074343482e-05,65.24513142668287
ABBV-HCA,0.0054956199548038,65.28615495856688
META-BKNG,0.0032093296208506,65.29932215906003
KEYS-LH,0.0311496612801611,65.3006687843474
ECL-ALLE,0.0031875174877185,65.3357978661329
ABBV-MAR,0.001873443508966,65.35736981697947
HCA-PTC,0.0023115513652052,65.36318806544959
NXPI-AIZ,0.0045870893378201,65.37154693656015
KDP-AEE,0.0013105039822433,65.42248987708957
TTD-WTW,0.0399643785558992,65.44229610931363
CBOE-LII,0.0291868726113685,65.44996217948447
TDY-ALLE,0.0151310919151108,65.5790387842452
WDAY-YUM,0.0048789679369274,65.59652701164683
ACGL-HUBB,1.9376602042113373e-07,65.61409729290908
DUK-HCA,0.0039598069828854,65.63557192262722
SYF-FFIV,0.0148107376414056,65.65158787384092
KEYS-DHR,0.0223580172411571,65.66888693082981
MCHP-DHR,6.463650020450348e-05,65.69126633897694
CDW-FDS,0.0068665747232062,65.69990577908833
SHW-EFX,0.0001105089374653,65.7106245564664
NXPI-DGX,0.019084472026013,65.72762412760527
MPWR-PGR,0.0002405910991292,65.8071440349311
SYF-WELL,0.0110099034391465,65.8142611527501
NVR-SYK,0.000236275739927,65.85359189030495
HCA-HLT,0.0347499947995056,65.93222093346172
XYL-EXPD,0.0201100695195349,65.96181908508404
ETN-KKR,0.0055363343575232,65.99733990903968
GM-FITB,0.0022267451025794,66.00679124058531
PGR-KLAC,1.0171807503788057e-06,66.02903486409492
NSC-DPZ,1.197808497271482e-05,66.0559641042994
SHW-WTW,6.1568469788491616e-06,66.06967310076128
TEL-DGX,0.0096514418817045,66.071866479558
MET-PANW,0.0025798131971497,66.08150311506616
CDW-UNP,0.0105340582319413,66.14173203520828
NOC-CI,0.0001571990123773,66.14855819997607
WDAY-XYL,0.0053959631579531,66.16140587554285
KO-NOW,0.00536822810489,66.23981807009491
WSM-ETN,1.167676576219632e-05,66.25337459666592
SYF-NWS,0.0216766300970491,66.29098994638993
GOOG-WTW,0.0230800204669737,66.33559860490988
LLY-KLAC,0.0274656493822631,66.35197347340254
TROW-KMX,0.0009364713173014,66.41453831168862
EW-KDP,0.0008777256692128,66.4371147222514
MPWR-LRCX,1.270484502398647e-07,66.44112763100928
GD-HPE,0.0294887629325784,66.44764884755827
RMD-MTD,0.0014562265148147,66.51018046138776
HD-NXPI,0.0374516642217152,66.57479472980172
IQV-MTD,0.0075373063171148,66.68484370986903
KEYS-HON,0.0109317074923318,66.6907628141589
MSFT-HCA,0.0067601187133242,66.70410689237247
VLO-FANG,0.0065674353543109,66.8538840343621
SNA-ANET,0.0181726296066064,66.9424663722234
IQV-CDW,0.0364566040052477,66.96274992328496
SO-HCA,0.0144243782097086,67.03208405436042
CTAS-PGR,2.077540220092866e-05,67.04678859302476
ITW-MNST,0.0010141918216612,67.0547634418621
ZTS-NSC,0.0145177048101549,67.0878602167261
ZTS-IEX,0.0123833228790061,67.09806972573806
DRI-SYK,0.0031352938875683,67.12844989308964
ROP-DPZ,0.0012960279809394,67.15170939476852
LNT-HON,1.636162938281824e-05,67.19343242716695
NSC-LHX,5.866802278690935e-07,67.19519523633225
ROP-CHD,0.0012539560067673,67.21350939830204
BRK.B-ABBV,0.0377352302725681,67.21585468855977
MCHP-WST,2.2418989597105027e-05,67.24557435369454
DUK-PANW,0.0285226516543475,67.24781792504425
TEL-BLK,0.0004021967737303,67.34697874398773
NOC-GL,0.000866648616413,67.3970964673344
ABBV-PKG,0.005708481047221,67.41782959296258
TDY-PODD,0.022796206360367,67.49312463376663
COST-BRO,0.0101206699590332,67.52940573766027
TPL-PGR,3.733022116283777e-07,67.53182337862103
ABBV-MMC,0.0045766245616932,67.54048325494334
XYL-WAT,0.0100438196725954,67.56031502570957
GDDY-PGR,0.0100349894001865,67.57731003104954
NDAQ-LYV,0.000156644658579,67.60281776675839
TDG-CTAS,0.0024725655641135,67.68852655470062
APO-URI,0.0006296689805792,67.69992659585552
STLD-PANW,0.0158782255126131,67.72531783518808
MPWR-LDOS,0.0025823673870237,67.72956063335708
MLM-PANW,0.0074681503161466,67.75708050814329
POOL-TECH,0.0002682500605417,67.76066549840229
EQIX-EFX,1.009945648264275e-05,67.78379844577158
EPAM-KMX,0.030438614876843,67.784330094416
ADSK-WDAY,0.0180875261926078,67.79773440880824
PEG-AIZ,0.0002356689182205,67.85099238600553
YUM-CHD,0.0014417386039367,67.89213351134968
EXPD-LH,0.0030652391799008,67.95591256704171
HLT-FAST,0.0107995699156749,68.03472461184951
TEL-ROK,0.0048711740864227,68.09653707480949
ZTS-AWK,0.0289528105550294,68.10703688500384
WDAY-TDY,0.0082115096214544,68.13128319098551
IQV-WST,0.009244126304343,68.13227177899982
ROL-SYK,2.1418291192794555e-05,68.1993351815924
ICE-ALLE,0.0109279729820364,68.20232250959329
ETN-ANET,0.0226249339991397,68.21519863080641
KEYS-LNT,0.0174501546512126,68.23029525304196
TTD-WBA,0.046590004921847,68.29210015954176
AAPL-ODFL,1.2195776613610823e-05,68.2949523817106
HLT-AFL,0.0215121954868336,68.3257655677651
LYB-WY,0.0034367886165063,68.33005638328333
A-IQV,0.0082386949534438,68.34399361855542
ADP-ADI,0.0002232256125369,68.37240843163343
ZTS-LULU,0.0092444460795503,68.39265084501676
O-HSIC,0.0009109374848582,68.40323611770313
MDLZ-ULTA,0.0011875255823246,68.40742914740808
XYL-MU,0.0019129199587731,68.41822109538936
PEG-CBOE,0.0028256376565484,68.42601967871632
CBRE-BX,0.0321216453377921,68.44112318416346
WM-WTW,0.0001079057220632,68.44936493726375
HD-SHW,0.0050831927236631,68.45896801787634
SHW-VRSK,0.0001405187604082,68.51120051095754
VMC-CBOE,0.0063052507229132,68.51607720042216
MA-ICE,0.0017688387650539,68.55518795212126
SO-MPWR,0.0131637055735298,68.60617778278463
WM-LYV,0.0013722693997891,68.6414540981795
KEYS-HOLX,0.0277691991033087,68.69901443358009
CINF-ALLE,0.0105311471675133,68.7278268778623
CPRT-IR,0.0499390157946765,68.84771500908008
IQV-HOLX,0.0106844783190194,68.87259798218375
AMT-PAYC,0.007362908917401,68.8817351372719
ORLY-AZO,0.0417564635520481,68.889298162646
TYL-ALLE,0.0131886100693557,68.90332165888239
MDLZ-IQV,0.0097755632554307,68.91675874098702
PG-KEYS,0.0240192495230043,68.92398048846881
V-MA,0.0168293395347145,69.0021187139115
PG-NXPI,0.0281211897561677,69.03359996818172
HLT-BRO,0.0115714870513875,69.03561673653249
AVB-EXPE,0.0354888480770265,69.07036613084328
MSFT-SNPS,0.0199295184307659,69.09067591708434
MKC-PAYC,0.005604310762885,69.12313426789902
ABBV-FTNT,0.0193526504672943,69.1276078266921
GOOGL-MU,0.0029461306938795,69.15130594201801
MCHP-IEX,0.0002225661607297,69.22009846771708
EMR-FTNT,0.0013263738141951,69.26612296699699
PG-CDW,0.0350830002079782,69.29920503818902
IFF-HAS,8.88655569935015e-06,69.31871121201948
POOL-ADBE,0.0110343601990286,69.32861193850472
ABBV-PANW,0.004644612219052,69.36099826078504
FTNT-BRO,0.0477125298956475,69.39036740576181
STE-DPZ,0.000319749785321,69.39607366384408
AMP-HUBB,0.0089736649784141,69.40857600433755
VRSK-AME,0.001344924711106,69.40941421609558
CDW-JBHT,0.0212426382486208,69.42875630743882
ROK-DPZ,0.0002994835804888,69.46158923295826
KMB-HSIC,3.097681006347431e-05,69.47312232635117
LNT-GL,0.0001164478348857,69.51501619688256
ZTS-DHR,0.0483529911817247,69.55567398512325
COST-CTAS,0.0001300291685955,69.56754157841787
GOOG-BLK,0.0109336974867466,69.59842356650779
NXPI-EG,0.0464962207403169,69.60548815467281
CSGP-TDY,2.7216749661069243e-05,69.6128240850709
HD-TYL,3.290120212921359e-06,69.62248082998258
WSM-PANW,0.0083677946917,69.6684645137137
SBUX-AWK,0.0058376482271496,69.6757401328253
ZTS-MCHP,0.0381684010240545,69.71717351849337
KEYS-TDY,0.0123119529923109,69.76258576138841
GOOG-ICE,0.0064294551755364,69.79127848817159
ICE-LYV,0.0010781056449076,69.79405435512366
VRSK-MPWR,0.0247551158354985,69.85298288764345
BR-DGX,0.0004728261335394,69.86320996055406
LH-ALLE,0.0173965933013192,69.86684606310185
SRE-IQV,0.0451787224571929,69.86961357076525
CSGP-DPZ,0.0016929626989522,69.88393704891229
SYY-KEYS,0.0183624016926221,69.89037208945096
CDW-ACN,0.0147121401520414,69.91667830192502
DGX-ALLE,0.0244959147118741,69.92042674578268
ZTS-TMO,0.02210696807674,69.92096264829048
AMT-AWK,0.0375781706954249,69.95636884612463
HCA-NVR,0.0360079550359261,69.95729722828197
WTW-ROL,3.3803320190388365e-05,69.95782732137074
MSCI-TER,1.4881647112267726e-05,69.9799926292507
ATO-GL,0.0005901475134992,70.03097425311792
CDNS-MPWR,3.7094931865464385e-05,70.07381574491451
ADSK-TTWO,0.0005326329809295,70.08679823009706
ZTS-KEYS,0.030755574922903,70.16025219225081
CHD-CDW,0.0053498561593654,70.1645337698877
IQV-ACN,0.0091297155590065,70.18198902901754
ABBV-DUK,0.0131617583182935,70.20826522988587
APO-MSI,0.0045216615450951,70.22483421498507
DGX-BLK,0.0010873436398982,70.25116287271044
APTV-NKE,0.0051599410613254,70.25203611216514
PSX-FANG,0.0076920900640931,70.25598590143449
TXN-ACN,0.0027395814310306,70.31295345298946
GOOGL-AMAT,0.0129003316424623,70.32372164724372
GOOG-NVR,0.0459996160875963,70.32412329193578
ZTS-AKAM,0.0115491057703175,70.33195794988633
JNJ-ZTS,0.0071003169073351,70.344828683682
IQV-NEE,0.0193373380411269,70.35426741977415
EQIX-DGX,1.713729113921469e-06,70.39284054656811
AEP-CPAY,0.0176695433041043,70.41195919655729
CTSH-EXPE,0.0013871833008032,70.4131995745463
SYF-WSM,0.032655375790699,70.4225179325134
GOOG-BRO,0.0045432692025467,70.46396534107389
HCA-SNPS,0.0007625278910986,70.49654266875841
NWS-KKR,0.0162115791509145,70.53433978750593
WDAY-SPGI,0.0101352288360223,70.53538876118625
BR-PTC,0.0023359500741434,70.54652547118529
TMO-ACN,0.0002471851361146,70.5650803389134
NXPI-PKG,0.0189794765523904,70.58199803315101
WTW-NVR,0.0004919195573375,70.60627281681381
JPM-LII,0.0056432991132254,70.6803998768573
ABBV-WRB,0.0029030537571988,70.68375182118591
XYL-DGX,0.0082346258145561,70.69184920803875
IQV-KEYS,0.0265653736115566,70.71301002053302
LYB-BIIB,0.0128932664755121,70.73107757369178
BR-MU,5.81331628155082e-05,70.74974837314669
MCHP-A,8.233024831156487e-05,70.75309873602686
CSX-NDSN,0.0012534335605736,70.75491443767199
ZTS-WST,0.0404677785063485,70.76272159299273
NVDA-AVGO,0.0028932346821999,70.76530800534479
APO-PHM,0.0001489977619279,70.79851455905937
STE-TMO,1.5025932293081062e-05,70.79909361703903
DUK-WDAY,0.0370284309013091,70.81375218735887
ICE-MU,3.118462355036081e-05,70.81881131305528
COST-AMP,0.0006904123590077,70.81901284850571
KDP-IQV,0.0265580055809947,70.83243483457873
WTW-TYL,0.0001582648304634,70.85011135677338
SQ-CZR,0.0291035478826986,70.87930903605628
WTW-ISRG,0.00040325044622,70.88621026128568
LNT-JKHY,0.0004590959996294,70.91905470386091
MCHP-MOH,6.149508877413436e-05,70.93437623621308
XYL-PTC,0.0102964070386816,70.97977060498691
NXPI-AMGN,0.0132230130720011,71.00475092521535
SO-TDG,0.0053557281295668,71.0072343378439
MPC-STLD,0.007171748757141,71.03671969340552
STE-LOW,5.7908182107669725e-05,71.04449468357969
ICE-PEG,0.000212259462836,71.07777337859802
GOOGL-NVR,3.497715062324201e-05,71.11347327267885
MPWR-WRB,0.0001857844249018,71.12944944736495
ACN-DHR,0.0009214925543094,71.1364966781587
WEC-ALLE,0.0250753891944661,71.18615336845382
APD-PODD,0.0182809723602784,71.21408155623674
ZTS-CSX,0.0156862249384569,71.22834467398305
IDXX-POOL,0.002683821709749,71.25468022689043
SRE-HSIC,0.0071047662668034,71.28003371033047
GOOG-PAYX,0.0449307974098913,71.30277372472139
HCA-CB,0.0200399388171322,71.38309396302269
TRV-PKG,0.0002685927055815,71.41285770892709
GM-COF,0.0033146335734326,71.4484593197632
KDP-XEL,0.0037463500819258,71.49475632138474
MAR-TRV,0.0004472164218978,71.59063542066929
GM-TRMB,0.0044994858624687,71.6093522751039
BALL-KMX,3.813861293022446e-07,71.68059869896703
LII-ISRG,0.0230059599717697,71.69684656555546
DUK-CPAY,0.0043801117935286,71.6979161282069
CME-PEG,0.0005079957651996,71.74424361337945
GOOG-FTNT,0.0448256691975632,71.74467973748658
PFG-TXT,0.0005541668263101,71.76481675605395
PKG-CB,7.75540113401356e-05,71.79905179640876
LLY-BLDR,0.0059865036019673,71.82585647260478
DUK-CDW,0.0286180950359597,71.82723359478688
CDW-TMO,0.042635663862267,71.88798128050688
WST-ADBE,7.120516154064251e-05,71.92527864437228
AEE-ALLE,0.0218994399167562,71.97357586985194
KEYS-AEE,0.0473334545631386,71.98216816033718
MTD-DHR,0.0006470380566786,71.98893955764922
PAYC-NKE,0.0090987111831532,72.01021795414565
WTW-TXN,0.0010370582490581,72.04797705304154
AES-ENPH,0.0068490819640461,72.04820312240741
ODFL-CDW,0.03575987581246,72.1037996746964
COST-PGR,5.179620764591088e-05,72.10979192503343
EW-PAYC,0.0173688034966925,72.20551951756224
MCHP-DXCM,0.0018324499035523,72.20703133195558
AJG-HLT,0.0055206847770812,72.28801090047598
KDP-UNP,0.0112756522458275,72.29546219794031
EQIX-ROST,2.6346420596242284e-05,72.29791792645965
WDAY-TXN,0.0167860257301868,72.31014874043166
WDAY-DOV,0.00980818748814,72.31646585615864
COO-IEX,2.3748728394619157e-05,72.31887123694788
WTW-PTC,1.3005181107016513e-05,72.33356214621077
APD-CHD,0.0004094591313192,72.34680929063673
APD-WDAY,0.0086649669661804,72.3543547765225
ICE-SHW,0.002521769808665,72.36929955741864
AZO-MPWR,0.0031600000244827,72.42492468835025
OXY-CHTR,0.002248560118613,72.4769694784892
SHW-SPGI,0.0002544302092956,72.4954920233358
HCA-FTNT,0.0225468671956464,72.5332282706741
XYL-LH,0.0081403574553838,72.53435379312926
HLT-KKR,0.0112734429118766,72.57281023705349
ULTA-EG,0.0033342326670202,72.64604324756233
HCA-MSI,0.0053154539102061,72.68688307251327
PEG-ALLE,0.017189356836775,72.70605304023408
ALLE-SYK,0.019824886252388,72.7267975223307
ABBV-HLT,0.0136603219559893,72.76640444490056
GOOG-PKG,0.0260233685941964,72.76914637868957
WDAY-WTW,0.0237266030606766,72.82852815330541
TDG-KLAC,0.0157406654360663,72.8814775898039
